PersonID,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major
2392,US,1,1,1271,181,2,5,6,7,5,5,3,1,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,13,1,1,1,2,5,60,2,1,3,
2393,US,1,4,153,166,5,1,6,1,5,2,6,0,6,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2,1,1,1,54,1,1,1,1,1,50,1,3,9,
2394,US,2,15,191,165,5,5,5,7,3,5,5,3,2,3,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,20,1,1,1,12,5,60,2,1,2,
2395,US,1,3,245,239,6,5,7,6,7,4,4,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,0,2,2,29,1,1,1,4,1,70,2,2,3,
2396,US,1,38,147,188,1,5,3,6,3,7,7,7,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,17,2,1,1,1,2,60,2,1,2,
2397,PH,1,14,202,245,5,4,6,7,7,5,7,1,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,2,26,2,1,1,4,1,10,1,2,1,information technology
2398,VE,0,25,160,116,1,5,1,6,5,4,4,6,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,2,14,2,1,1,2,2,60,2,1,2,
2399,AT,1,2,138,134,4,6,6,6,4,6,6,3,2,3,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,28,2,1,1,12,1,60,2,1,1,Informatics
2400,IN,0,3,132,140,3,2,6,5,5,6,4,7,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,2,2,18,2,1,1,8,1,10,2,1,2,Biology
2401,GB,2,5,158,81,2,5,4,6,4,5,5,5,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,1,13,2,1,1,2,5,60,2,1,2,
2402,US,2,15,139,156,6,3,3,6,5,5,7,7,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,38,2,2,1,12,1,60,2,3,2,
2403,US,2,1,67,86,7,6,6,2,6,3,5,3,7,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,3,1,1,17,2,1,1,2,1,60,2,1,3,
2404,CA,2,2078,122,95,2,4,5,6,5,7,6,2,1,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,2,2,1,18,2,1,1,2,1,60,2,1,2,Psychology
2405,US,1,25,147,206,6,1,6,1,6,6,4,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,31,1,1,1,7,1,60,2,3,3,Bussiness management
2406,US,1,3,253,142,2,3,1,6,4,4,5,6,2,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,3,1,16,2,1,1,1,4,70,2,1,3,
2407,US,1,28,502,144,1,2,5,7,1,5,1,6,2,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,15,2,1,1,4,1,60,2,1,2,
2408,US,1,382,170,162,1,4,1,7,3,7,7,7,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,1,1,1,2,1,60,2,1,4,
2409,US,2,14,132,117,1,2,6,7,5,7,2,2,4,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,1,20,2,1,2,7,1,60,2,1,2,Animal Science
2410,US,2,523,84,76,1,6,7,7,7,7,7,5,6,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,16,2,1,1,9,3,60,2,1,2,
2411,VN,1,4,116,135,2,6,7,7,3,7,7,6,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,19,2,1,1,1,0,10,2,1,1,International relations
2412,US,2,3,135,113,2,1,5,7,5,6,7,6,5,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,4,2,2,1,35,1,1,1,7,1,60,1,3,2,Education 
2413,US,1,114,600,279,2,4,4,7,4,6,5,7,1,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,31,1,1,1,12,1,60,2,2,3,
2414,US,0,6,14068,140,3,5,6,1,6,4,6,4,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,21,2,1,1,6,1,10,1,1,3,biology
2415,GB,0,2,254,337,7,4,6,7,5,6,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,15,1,1,1,5,1,30,2,1,3,Donâ€™t know 
2416,MY,1,9,158,156,6,7,5,5,3,6,6,5,3,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,2,1,2,28,1,1,1,10,1,10,2,1,3,Mathematic
2417,IT,0,3,134,158,5,7,3,7,5,3,4,5,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,15,1,1,1,4,2,60,2,1,2,
2418,IR,1,69,279,271,6,5,7,5,7,2,6,2,6,4,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,3,3,1,2,22,2,1,1,10,2,60,1,1,0,-
2419,,0,277,259,206,5,4,6,4,6,6,6,4,6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,21,1,2,1,7,0,10,1,2,3,
2420,PL,2,14,169,121,2,7,6,3,6,5,4,2,5,7,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,1,2,36,2,1,1,2,1,60,2,2,3,philosophy
2421,US,2,11,235,216,5,5,5,3,5,3,6,5,6,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,50,2,2,1,1,1,60,1,3,4,History of Art
2422,US,1,8,194,198,4,1,4,6,6,7,7,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,60,2,1,1,6,0,60,1,1,2,Business
2423,US,0,6,136,217,2,7,7,7,6,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,1,1,56,1,1,1,6,1,60,1,2,3,mba
2424,US,2,7,235,188,1,2,5,7,3,5,7,1,1,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,35,1,1,1,2,1,60,2,1,1,Business Administration
2425,US,2,4,127,106,2,3,4,6,7,6,5,6,3,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,2,1,1,1,5,60,2,1,2,
2426,US,2,1,122,111,5,6,4,5,6,5,5,5,2,2,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,18,1,1,2,4,1,50,1,1,4,English
2427,AU,1,9,137,216,1,6,6,7,1,5,5,5,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,13,1,1,2,2,2,20,2,1,8,
2428,US,2,4,130,164,1,2,6,4,6,7,4,1,4,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,2,2,2,1,33,1,1,1,2,2,60,2,3,4,
2429,MY,2,94,171,87,7,5,6,3,6,5,6,6,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,1,17,1,1,1,6,2,10,2,1,3,
2430,AU,1,8,276,324,6,1,6,1,6,1,7,5,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,58,2,1,1,7,1,60,2,3,2,education
2431,US,0,26,334,346,5,4,5,5,6,5,6,4,6,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,0,2,15,1,2,1,10,1,10,2,1,3,
2432,GB,0,3,177,261,1,6,7,7,4,3,7,6,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,29,1,1,1,2,1,60,2,1,2,
2433,PH,2,11,161,119,5,5,2,6,6,5,7,3,6,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,23,2,1,1,6,1,10,2,1,2,
2434,TH,2,4,174,780,4,4,3,6,5,1,5,4,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,3,1,2,2,20,1,1,1,2,3,10,2,1,1,Social work 
2435,US,2,2,100,108,5,4,6,6,3,4,4,4,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,15,2,1,1,12,0,70,2,1,2,
2436,US,1,3,114,180,6,2,2,7,6,1,7,5,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,3,2,1,28,1,1,1,12,2,60,1,1,1,
2437,CA,0,10,182,136,1,5,4,7,4,6,5,4,2,4,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,3,1,33,1,1,2,4,4,60,2,2,1,
2438,GB,0,4,147,191,4,5,5,6,3,6,6,5,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,16,1,1,1,0,1,60,2,1,3,
2439,CA,0,35,179,211,5,5,5,3,5,5,6,4,5,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,1,22,2,1,1,12,1,60,2,1,2,psychology
2440,GR,2,21,437,129,4,6,3,6,5,3,6,6,2,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,2,20,2,1,2,2,1,60,2,1,2,Medicine
2441,US,2,509,504,143,3,6,4,6,5,4,3,6,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,13,2,1,1,7,1,60,2,1,2,
2442,US,2,182,116,121,3,2,4,4,4,6,4,4,4,3,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,16,1,1,1,4,4,60,2,1,2,
2443,JM,2,5,259,183,4,6,6,7,6,5,1,2,6,6,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,22,2,1,1,7,2,30,2,1,2,Social Work
2444,TH,0,2,91,116,7,2,7,5,7,1,6,2,7,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,2,42,2,1,2,2,1,10,2,2,3,Economics
2445,DE,2,725,163,71,2,3,1,4,5,6,6,6,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,26,2,1,1,6,1,60,1,1,1,engineering
2446,CA,2,1,139,129,3,1,7,1,3,7,6,7,7,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,1,2,41,2,1,1,2,1,60,2,1,1,Mathematic
2447,US,2,2,141,77,5,5,5,5,5,5,4,3,5,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,4,2,2,1,30,2,1,1,1,1,60,1,1,2,English
2448,US,2,3,203,191,5,5,6,5,6,5,7,3,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,45,2,1,2,7,1,60,2,2,7,Education
2449,,0,16026,131,269,7,4,6,6,5,2,6,4,5,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,1,29,2,1,1,9,1,60,1,1,2,speech pathology
2450,IL,2,21,170,109,1,1,2,6,5,6,7,2,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,3,2,18,1,1,2,2,2,60,2,1,2,
2451,US,2,3,199,123,1,2,6,5,3,5,6,2,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,39,2,1,1,6,1,60,1,2,6,
2452,US,2,5,219,227,5,3,6,6,3,4,3,7,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,16,1,1,1,4,2,60,2,1,4,
2453,IT,2,16,310,206,6,6,6,6,5,6,6,1,3,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,24,1,1,1,4,1,60,1,1,1,Finance
2454,GR,0,2,171,148,4,7,5,7,3,3,5,3,1,6,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,4,1,2,1,23,2,1,1,2,1,60,2,1,2,
2455,US,2,11,238,165,1,6,6,5,5,7,6,7,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,48,2,1,1,1,3,60,1,1,2,English
2456,US,2,2,175,115,3,2,5,3,6,2,6,7,2,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,61,2,1,1,4,1,60,1,2,4,graphics
2457,US,2,14,149,182,1,7,2,7,7,6,1,3,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,30,1,1,1,2,1,60,1,3,3,
2458,US,1,273,173,509,1,6,6,7,1,3,2,7,1,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,18,1,1,1,1,2,60,2,1,2,
2459,US,0,3,138,181,2,7,4,7,5,7,6,7,1,4,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,2,2,2,1,18,1,1,1,12,2,30,2,1,3,
2460,US,0,4,130,202,4,7,1,7,1,1,5,7,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,22,1,1,1,7,1,60,2,1,2,
2461,US,1,1,199,183,2,4,7,7,4,6,7,1,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,15,1,1,3,12,1,30,2,1,1,
2462,US,1,10,152,106,2,1,7,6,7,7,4,3,4,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,2,1,1,7,1,60,1,1,3,Biology
2463,US,2,958,903,484,4,6,5,7,3,2,6,6,1,4,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,1,2,1,42,1,1,1,7,0,60,2,3,4,English
2464,CA,0,2,529,141,3,1,5,3,7,6,7,6,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,17,1,2,1,2,1,60,2,1,3,Education 
2465,AU,2,17,174,119,1,2,3,7,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,26,1,1,1,1,2,40,1,1,1,
2466,AU,1,26,172,155,2,6,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,28,1,1,1,0,1,60,1,2,4,
2467,US,2,2,331,147,7,6,6,1,6,5,6,5,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,15,1,1,1,4,1,70,2,1,4,
2468,US,0,13,207,190,3,3,2,2,2,3,3,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,15,1,1,1,3,2,10,2,1,5,
2469,AU,1,20,114,169,4,6,2,6,4,3,3,6,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,14,1,1,1,2,2,60,2,1,2,
2470,US,2,4,175,138,3,5,4,5,5,2,4,5,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,52,1,2,1,7,1,60,2,3,5,
2471,CA,0,14,246,213,5,4,5,6,4,7,5,5,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,15,2,1,1,1,1,70,2,1,3,
2472,MY,1,32,104,124,5,4,7,5,7,4,5,3,2,4,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,3,3,2,2,23,2,1,1,10,1,70,2,1,3,computer science
2473,ZA,0,23,354,323,6,7,5,5,7,6,6,7,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,21,2,1,2,7,1,30,2,1,3,Architecture
2474,RS,2,11,493,337,4,6,7,7,6,6,6,2,2,2,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,3,3,2,2,38,2,1,1,7,1,60,1,2,4,genetics
2475,AU,0,266,144,141,4,5,6,6,2,6,5,5,5,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,27,1,1,1,2,1,60,1,2,2,
2476,US,2,18,109,171,2,2,6,4,4,7,6,1,6,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,45,2,1,1,7,1,60,1,2,3,business
2477,BR,2,24,7172,147,1,5,5,7,3,7,6,6,1,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,2,40,2,1,1,1,2,60,1,1,5,Biology
2478,,2,3,345,305,4,2,3,6,5,7,7,3,2,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,2,1,4,1,10,2,1,3,Journalism
2479,US,2,1,816,77,2,5,2,5,3,5,3,6,3,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,1,1,50,2,1,1,4,1,60,1,3,3,
2480,US,2,14,146,118,1,6,4,6,2,5,4,4,2,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,35,2,1,2,4,1,60,1,2,3,History
2481,PT,2,2,323,317,5,4,6,7,7,7,7,6,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,19,2,1,1,2,0,60,2,1,2,biology
2482,US,2,1450,283,154,5,2,6,3,7,7,6,5,5,4,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,2,3,1,1,22,2,1,1,3,3,70,2,1,6,
2483,MY,1,33,170,161,6,5,6,2,6,3,6,2,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,25,1,1,2,6,1,10,2,1,6,Environmental studies
2484,RS,2,2,192,188,7,6,7,1,7,2,7,1,7,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,2,2,2,2,23,1,1,1,7,1,60,2,1,3,Pharmacy 
2485,GH,2,103,230,255,1,3,6,6,4,4,7,4,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,3,2,2,38,2,1,1,7,1,30,2,1,4,Public Administration
2486,RS,2,2,120,150,7,5,7,2,7,3,5,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,2,34,1,1,1,12,1,60,1,2,1,
2487,CO,2,578,217,75,3,6,5,7,6,6,6,2,3,3,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,19,2,1,1,1,2,50,2,1,3,
2488,RS,2,1284,217,147,6,6,4,7,3,5,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,27,2,1,1,7,1,60,2,1,2,environmental engineering
2489,US,2,9,162,116,2,7,3,7,5,5,6,7,6,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,31,2,1,1,6,1,60,2,2,3,
2490,US,2,14,232,196,2,1,6,4,5,3,6,1,3,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,46,2,1,1,4,1,60,1,2,3,law enforcement
2491,GB,0,2,73,147,1,4,2,7,4,7,3,3,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,17,1,1,1,4,1,60,2,1,4,psychology
2492,US,2,2,224,160,1,6,4,7,4,6,3,6,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,23,1,1,1,2,1,60,2,3,5,
2493,US,1,4,96,124,6,2,5,7,5,5,7,1,1,4,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,2,1,1,7,1,60,2,1,2,Music
2494,US,1,10,210,206,5,5,6,5,3,6,7,5,3,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,49,2,1,1,12,5,50,1,2,4,
2495,US,1,3,126,159,3,5,5,7,4,4,6,5,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,1,14,1,1,2,4,2,60,2,1,2,
2496,US,2,2,357,248,2,4,1,5,4,4,2,5,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,3,1,14,2,1,1,12,5,60,2,1,2,
2497,US,2,611,606,257,2,6,7,7,6,7,3,5,3,2,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,2,2,1,16,2,1,1,1,2,60,2,1,2,
2498,US,1,12,147,231,6,6,7,5,7,5,7,1,6,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,53,1,1,1,6,1,60,1,3,4,English
2499,PH,1,417,162,107,1,4,7,5,1,7,5,1,1,7,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,27,2,1,1,4,1,10,1,1,3,BUSINESS ADMINISTRATION
2500,US,2,3,139,209,5,5,3,7,6,5,7,3,3,3,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,3,2,1,23,1,1,1,12,2,60,2,3,1,
2501,US,2,1,101,95,3,5,5,6,5,6,7,6,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,19,2,1,1,2,2,60,1,1,4,psychology
2502,CA,2,1,106,97,3,5,6,2,5,7,6,6,6,5,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,2,2,1,33,2,1,2,1,2,60,1,3,4,
2503,US,1,14,142,164,1,5,2,7,6,7,3,6,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,2,17,1,1,2,1,1,10,2,1,6,
2504,CA,0,73,93,133,4,6,6,7,5,5,4,7,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,2,1,1,1,1,60,2,1,2,Social Science
2505,CA,0,32,205,194,5,5,7,6,6,5,7,2,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,40,1,1,1,1,1,60,2,2,3,
2506,CA,2,4,186,145,2,2,4,4,3,7,4,1,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,21,2,1,1,1,1,60,2,1,1,
2507,US,1,2,136,203,4,5,7,6,7,1,3,1,3,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,2,1,16,1,1,3,12,1,60,2,1,3,
2508,GB,0,33,176,1060,1,6,5,7,5,7,6,5,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,38,2,1,1,2,1,60,2,3,2,
2509,US,1,6,141,320,1,4,4,7,1,7,4,7,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,3,2,1,22,1,1,1,7,1,60,2,3,0,
2510,PH,1,50,113,105,6,2,7,1,7,3,5,1,6,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,1,1,1,32,2,1,1,6,1,60,2,2,2,NAUTICAL SCIENCE
2511,US,1,9,148,103,5,4,3,5,6,7,6,7,5,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,1,1,27,2,1,1,4,1,10,1,1,4,Fine Arts
2512,PH,0,130,320,202,6,5,2,1,7,5,7,7,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,23,1,1,1,4,0,10,2,1,3,Banking And Finance
2513,MY,1,7,155,126,2,5,0,6,5,5,6,6,1,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,19,2,1,1,10,1,10,2,1,2,English
2514,US,1,32,214,187,1,6,5,5,7,7,6,6,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,16,1,1,1,2,1,60,2,1,4,N/A
2515,SE,2,802,259,198,1,5,3,5,5,4,2,6,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,2,18,2,1,1,2,1,60,2,1,3,
2516,KW,1,11,146,213,6,7,5,7,5,1,5,7,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,25,1,1,1,4,1,10,2,1,4,English 
2517,US,2,19,1573,161,5,1,3,1,4,6,6,5,7,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,59,2,1,1,4,1,60,1,2,5,history
2518,US,1,5,120,153,3,5,5,6,5,7,5,6,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,1,19,2,1,1,5,1,50,1,1,6,International Relations
2519,GB,0,3,175,237,5,7,6,7,2,6,1,3,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,14,1,1,1,0,2,60,2,1,3,
2520,US,1,8,295,172,2,7,6,7,2,4,2,3,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,32,2,1,1,7,1,60,2,2,2,
2521,US,1,19,205,250,4,4,5,6,5,5,5,5,2,4,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,2,1,24,2,1,1,0,1,60,1,1,2,Music Industry
2522,GH,0,5,169,180,2,4,4,6,2,4,6,6,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,3,2,2,38,1,1,1,7,1,30,2,1,4,Administration
2523,US,1,4,335,197,7,3,6,1,6,1,6,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,14,2,1,2,12,2,60,2,1,4,Psychology
2524,US,2,2,89,108,6,4,3,1,7,2,4,6,6,3,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,2,2,2,1,16,2,1,1,4,1,60,2,1,4,
2525,US,2,2019,331,306,2,1,5,6,7,6,6,5,3,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,19,2,1,1,7,2,60,,1,2,Criminology
2526,PH,0,17,201,175,2,6,3,6,7,6,6,6,2,2,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,19,1,1,1,4,2,10,2,1,2,
2527,US,2,4,156,158,2,4,6,1,5,6,1,6,6,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,2,1,1,18,1,1,1,7,1,60,2,1,5,
2528,AU,1,28,168,154,2,5,5,5,4,7,4,3,3,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,2,19,1,1,1,1,1,60,2,1,3,Mathematics 
2529,US,1,306,196,11,6,5,7,1,6,2,5,4,7,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,25,2,1,1,7,1,60,2,2,1,na
2530,US,2,69,133,80,1,7,7,7,5,7,3,1,1,7,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,15,1,1,1,1,2,60,2,1,2,
2531,US,1,12,213,189,3,6,5,7,4,7,6,1,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,34,1,1,1,7,1,60,2,2,3,
2532,US,2,9,271,140,2,6,3,6,5,7,3,5,2,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,17,1,1,1,2,2,60,2,1,2,
2533,US,2,450,137,92,5,1,5,4,7,5,6,3,5,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,1,17,2,1,3,12,5,60,2,1,2,N/A
2534,BN,1,12,253,6823,3,4,5,4,5,7,4,5,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,21,1,1,3,10,1,10,2,1,6,Biology
